,DOWNTIME_ID,TRAIN_ID,DOWNTIME_TYPE_ID,DOWNTIME_START_DATE,DOWNTIME_END_DATE,DOWNTIME_LOCATION_ID,INITIAL_DOWNTIME_FLAG,DOWNTIME_EVENT_ID,DOWNTIME_EVENT_CAUSE_ID,DOWNTIME_EVENT_CLASS_ID,DOWNTIME_EVENT_PAR_CLASS_ID,DOWNTIME_EVENT_PAR_CLASS_NAME,DOWNTIME_DEPARTMENT_ID,DOWNTIME_EVENT_LOCATION_ID,DOWNTIME_EVENT_LOC_TYPE_ID,loaded,time_delta
47,81233,44476502,True,2016-04-19 17:02:00,2016-04-19 18:53:00,21009,False,66683,203,1,1,False,4,21006,12,True,0 days 01:51:00.000000000
48,81231,44469435,True,2016-04-19 16:58:00,2016-04-19 18:33:00,21008,True,66683,203,1,1,False,4,21006,12,False,0 days 01:35:00.000000000
49,80617,44409430,True,2016-04-15 08:17:00,2016-04-15 08:37:00,21006,True,66247,203,1,1,False,4,21003,12,False,0 days 00:20:00.000000000
50,80963,44450153,True,2016-04-17 15:21:00,2016-04-17 18:50:00,21007,False,66450,203,1,1,False,4,21006,12,True,0 days 03:29:00.000000000
51,80943,44448810,True,2016-04-17 15:16:00,2016-04-17 15:54:00,21114,True,66495,92,1,1,False,3,21112,12,False,0 days 00:38:00.000000000
52,80996,44454881,True,2016-04-17 19:30:00,2016-04-17 23:25:00,1000414,True,66509,37,4,2,True,2,1000414,12,True,0 days 03:55:00.000000000
53,81007,44454309,True,2016-04-17 22:45:00,2016-04-18 00:11:00,21026,False,66509,37,4,2,True,2,1000414,12,False,0 days 01:26:00.000000000
54,80993,44452552,True,2016-04-17 22:43:00,2016-04-17 23:06:00,21006,True,66524,14,2,2,True,3,21005,12,False,0 days 00:23:00.000000000
55,81092,44463011,True,2016-04-18 14:45:00,2016-04-18 19:06:00,21007,False,66557,203,1,1,False,4,21006,12,True,0 days 04:21:00.000000000
56,81076,44469435,True,2016-04-18 14:47:00,2016-04-18 16:29:00,21109,True,66579,29,1,1,False,6,21109,12,True,0 days 01:42:00.000000000
57,81070,44472773,True,2016-04-18 14:41:00,2016-04-18 15:26:00,21022,True,66576,22,1,1,False,3,21022,12,True,0 days 00:45:00.000000000
58,81086,44462325,True,2016-04-18 14:47:00,2016-04-18 18:41:00,21008,False,66557,203,1,1,False,4,21006,12,False,0 days 03:54:00.000000000
59,81111,44464920,True,2016-04-18 19:42:00,2016-04-18 20:57:00,21007,False,66557,203,1,1,False,4,21006,12,True,0 days 01:15:00.000000000
60,81104,44465263,True,2016-04-18 19:40:00,2016-04-18 20:19:00,21010,False,66557,203,1,1,False,4,21006,12,False,0 days 00:39:00.000000000
61,81102,44472773,True,2016-04-18 19:45:00,2016-04-18 20:16:00,21103,True,66596,92,1,1,False,3,21103,12,True,0 days 00:31:00.000000000
62,81100,44468750,True,2016-04-18 19:45:00,2016-04-18 20:05:00,21018,True,66593,22,1,1,False,3,21018,12,False,0 days 00:20:00.000000000
63,81178,44484505,True,2016-04-19 06:38:00,2016-04-19 07:57:00,21020,True,66630,22,1,1,False,3,21021,12,True,0 days 01:19:00.000000000
64,81177,44485842,True,2016-04-19 06:35:00,2016-04-19 07:55:00,21022,True,66631,22,1,1,False,3,21022,12,True,0 days 01:20:00.000000000
65,81214,44471210,True,2016-04-19 06:37:00,2016-04-19 16:16:00,21008,False,66647,203,1,1,False,4,21006,12,False,0 days 09:39:00.000000000
66,81198,44477344,True,2016-04-19 11:33:00,2016-04-19 12:22:00,1000683,True,66652,92,1,1,False,3,1000682,12,False,0 days 00:49:00.000000000
67,81197,44491062,True,2016-04-19 11:35:00,2016-04-19 11:56:00,1000831,True,66649,92,1,1,False,3,1000831,12,True,0 days 00:21:00.000000000
68,81255,44485842,True,2016-04-19 17:13:00,2016-04-19 21:26:00,21114,True,66685,93,1,1,False,10,21114,12,False,0 days 04:13:00.000000000
69,81240,44472773,True,2016-04-19 17:26:00,2016-04-19 19:42:00,21009,False,66683,203,1,1,False,4,21006,12,True,0 days 02:16:00.000000000
70,81254,44480696,True,2016-04-19 20:45:00,2016-04-19 21:14:00,21008,False,66683,203,1,1,False,4,21006,12,False,0 days 00:29:00.000000000
71,81253,44472773,True,2016-04-19 20:52:00,2016-04-19 21:11:00,21006,False,66683,203,1,1,False,4,21006,12,False,0 days 00:19:00.000000000
72,81258,44497766,False,2016-04-19 21:07:00,2016-04-19 21:42:00,341,True,66684,15,2,2,True,7,34100,6,False,0 days 00:35:00.000000000
73,80620,44421836,True,2016-04-15 08:47:00,2016-04-15 09:34:00,21030,True,66269,92,1,1,False,3,21100,12,True,0 days 00:47:00.000000000
74,81088,44454882,True,2016-04-18 15:00:00,2016-04-18 18:53:00,21009,False,66557,203,1,1,False,4,21006,12,True,0 days 03:53:00.000000000
75,81091,44464920,True,2016-04-18 15:14:00,2016-04-18 18:58:00,21010,False,66557,203,1,1,False,4,21006,12,False,0 days 03:44:00.000000000
76,81074,44474313,False,2016-04-18 15:12:00,2016-04-18 15:58:00,341,True,66582,15,2,2,True,7,34100,6,False,0 days 00:46:00.000000000
77,81118,44457815,True,2016-04-18 20:01:00,2016-04-18 21:33:00,21007,False,66557,203,1,1,False,4,21006,12,True,0 days 01:32:00.000000000
78,81141,44480696,True,2016-04-18 23:29:00,2016-04-19 00:46:00,21019,True,66612,22,1,1,False,3,21019,12,False,0 days 01:17:00.000000000
79,81154,44480696,True,2016-04-19 02:49:00,2016-04-19 03:24:00,21027,False,66618,37,4,2,True,2,21029,12,False,0 days 00:35:00.000000000
80,81301,44479881,True,2016-04-19 12:16:00,2016-04-20 07:23:00,21109,True,66715,203,1,1,False,4,21109,12,False,0 days 19:07:00.000000000
81,81260,44481725,True,2016-04-19 21:24:00,2016-04-19 22:09:00,21016,True,66696,92,1,1,False,3,21016,12,False,0 days 00:45:00.000000000
82,81257,44477344,True,2016-04-19 21:27:00,2016-04-19 21:47:00,21006,False,66683,203,1,1,False,4,21006,12,False,0 days 00:20:00.000000000
83,81259,44483217,True,2016-04-19 21:34:00,2016-04-19 22:06:00,21010,False,66683,203,1,1,False,4,21006,12,False,0 days 00:32:00.000000000
84,80645,44401919,True,2016-04-15 09:01:00,2016-04-15 13:37:00,21007,False,66247,203,1,1,False,4,21003,12,True,0 days 04:36:00.000000000
85,80642,44403402,True,2016-04-15 09:00:00,2016-04-15 13:24:00,21006,False,66247,203,1,1,False,4,21003,12,False,0 days 04:24:00.000000000
86,80634,44423798,False,2016-04-15 08:10:00,2016-04-15 09:16:00,1000709,True,66270,92,1,1,False,3,7,15,False,0 days 01:06:00.000000000
87,80621,44422205,True,2016-04-15 09:07:00,2016-04-15 09:36:00,21028,True,66268,92,1,1,False,3,21029,12,True,0 days 00:29:00.000000000
88,80948,44454882,True,2016-04-17 15:47:00,2016-04-17 17:04:00,21109,True,66499,28,1,1,False,7,21109,12,True,0 days 01:17:00.000000000
89,80973,44446089,True,2016-04-17 19:31:00,2016-04-17 19:52:00,21006,False,66450,203,1,1,False,4,21006,12,False,0 days 00:21:00.000000000
90,80986,44463807,True,2016-04-17 19:38:00,2016-04-17 21:33:00,21010,True,66508,61,4,2,True,2,21010,12,True,0 days 01:55:00.000000000
91,80988,44452669,True,2016-04-17 20:01:00,2016-04-17 22:17:00,21109,True,66519,2,2,2,True,3,21109,12,False,0 days 02:16:00.000000000
92,81064,44457928,True,2016-04-18 09:48:00,2016-04-18 13:51:00,21008,False,66557,203,1,1,False,4,21006,12,False,0 days 04:03:00.000000000
93,81049,44466859,True,2016-04-18 10:02:00,2016-04-18 10:49:00,21101,True,66560,92,1,1,False,3,21101,12,True,0 days 00:47:00.000000000
94,81136,44466858,True,2016-04-18 23:30:00,2016-04-18 23:47:00,21006,False,66557,203,1,1,False,4,21006,12,False,0 days 00:17:00.000000000
95,81157,44480809,True,2016-04-19 03:05:00,2016-04-19 03:37:00,21026,False,66618,37,4,2,True,2,21029,12,True,0 days 00:32:00.000000000
96,81158,44482992,True,2016-04-19 03:14:00,2016-04-19 03:37:00,21014,False,66615,190,2,2,True,11,21014,12,True,0 days 00:23:00.000000000
97,81204,44492750,False,2016-04-19 12:56:00,2016-04-19 13:34:00,1000709,True,66660,15,2,2,True,7,1000759,6,False,0 days 00:38:00.000000000
98,80566,44390700,True,2016-04-14 20:29:00,2016-04-14 20:46:00,21006,False,66198,203,1,1,False,4,21004,12,False,0 days 00:17:00.000000000
99,80607,44397838,True,2016-04-15 04:59:00,2016-04-15 07:14:00,21006,False,66247,203,1,1,False,4,21003,12,False,0 days 02:15:00.000000000
100,80630,44414451,False,2016-04-15 07:18:00,2016-04-15 11:00:00,32100,True,66265,15,2,2,True,7,32100,6,False,0 days 03:42:00.000000000
101,80622,44422816,True,2016-04-15 09:13:00,2016-04-15 09:49:00,21022,True,66254,22,1,1,False,3,21022,12,True,0 days 00:36:00.000000000
102,80945,44453968,True,2016-04-17 15:49:00,2016-04-17 16:32:00,21114,True,66493,28,1,1,False,7,21116,12,False,0 days 00:43:00.000000000
103,80999,44454882,False,2016-04-17 22:04:00,2016-04-17 23:25:00,34302,True,66526,15,2,2,True,7,34302,6,False,0 days 01:21:00.000000000
104,80974,44464472,True,2016-04-17 19:47:00,2016-04-17 20:04:00,21008,False,66508,61,4,2,True,2,21010,12,True,0 days 00:17:00.000000000
105,81004,44447782,True,2016-04-17 20:06:00,2016-04-18 00:00:00,1000414,False,66509,37,4,2,True,2,1000414,12,True,0 days 03:54:00.000000000
106,81005,44463240,True,2016-04-17 23:25:00,2016-04-18 00:00:00,21030,True,66536,22,1,1,False,3,21100,12,True,0 days 00:35:00.000000000
107,81012,44464920,True,2016-04-17 23:33:00,2016-04-18 01:32:00,21019,False,66509,37,4,2,True,2,1000414,12,False,0 days 01:59:00.000000000
108,81023,44466858,True,2016-04-18 03:03:00,2016-04-18 04:07:00,21019,False,66509,37,4,2,True,2,1000414,12,False,0 days 01:04:00.000000000
109,81055,44466287,True,2016-04-18 10:10:00,2016-04-18 11:30:00,1000828,True,66568,28,1,1,False,7,1000828,12,True,0 days 01:20:00.000000000
110,81094,44457815,True,2016-04-18 15:56:00,2016-04-18 19:10:00,21011,False,66557,203,1,1,False,4,21006,12,True,0 days 03:14:00.000000000
111,81106,44454882,True,2016-04-18 20:23:00,2016-04-18 20:42:00,21006,False,66557,203,1,1,False,4,21006,12,False,0 days 00:19:00.000000000
112,81117,44465263,True,2016-04-18 20:30:00,2016-04-18 21:30:00,21009,False,66557,203,1,1,False,4,21006,12,True,0 days 01:00:00.000000000
113,81116,44477344,True,2016-04-18 20:24:00,2016-04-18 21:22:00,21022,True,66601,22,1,1,False,3,21022,12,True,0 days 00:58:00.000000000
114,81217,44466859,True,2016-04-19 07:29:00,2016-04-19 16:29:00,21009,True,66647,203,1,1,False,4,21006,12,True,0 days 09:00:00.000000000
115,81180,44469435,True,2016-04-19 07:43:00,2016-04-19 08:20:00,21022,True,66635,22,1,1,False,3,21022,12,False,0 days 00:37:00.000000000
116,81237,44477344,True,2016-04-19 18:17:00,2016-04-19 19:18:00,21010,False,66683,203,1,1,False,4,21006,12,False,0 days 01:01:00.000000000
117,80568,44400037,True,2016-04-14 20:43:00,2016-04-14 21:10:00,21101,True,66224,49,4,2,True,1,21101,12,False,0 days 00:27:00.000000000
118,80569,44409679,True,2016-04-14 20:44:00,2016-04-14 21:11:00,21101,False,66224,49,4,2,True,1,21101,12,True,0 days 00:27:00.000000000
119,80611,44401060,True,2016-04-15 05:27:00,2016-04-15 07:28:00,21007,False,66247,203,1,1,False,4,21003,12,True,0 days 02:01:00.000000000
120,80653,44413844,True,2016-04-15 09:43:00,2016-04-15 14:14:00,21007,False,66247,203,1,1,False,4,21003,12,True,0 days 04:31:00.000000000
121,80976,44452552,True,2016-04-17 19:54:00,2016-04-17 20:10:00,21018,True,66510,22,1,1,False,3,21018,12,False,0 days 00:16:00.000000000
122,80985,44464472,True,2016-04-17 20:16:00,2016-04-17 21:33:00,21009,False,66508,61,4,2,True,2,21010,12,False,0 days 01:17:00.000000000
123,80979,44440645,True,2016-04-17 20:12:00,2016-04-17 20:40:00,21006,False,66450,203,1,1,False,4,21006,12,False,0 days 00:28:00.000000000
124,81011,44464472,True,2016-04-17 23:27:00,2016-04-18 01:21:00,21020,False,66509,37,4,2,True,2,1000414,12,True,0 days 01:54:00.000000000
125,81010,44463807,True,2016-04-17 23:24:00,2016-04-18 01:20:00,21022,False,66509,37,4,2,True,2,1000414,12,True,0 days 01:56:00.000000000
126,80998,44465611,False,2016-04-17 22:46:00,2016-04-17 23:30:00,1000709,True,66528,15,2,2,True,7,1000759,6,False,0 days 00:44:00.000000000
127,81022,44457815,True,2016-04-18 03:08:00,2016-04-18 03:46:00,21114,True,66540,92,1,1,False,3,21116,12,False,0 days 00:38:00.000000000
128,81017,44467087,False,2016-04-18 02:13:00,2016-04-18 03:07:00,1000709,True,66539,92,1,1,False,3,1000829,12,False,0 days 00:54:00.000000000
129,81031,44466859,True,2016-04-18 06:28:00,2016-04-18 07:24:00,21022,True,66559,22,1,1,False,3,21022,12,True,0 days 00:56:00.000000000
130,81066,44463011,True,2016-04-18 10:23:00,2016-04-18 14:21:00,21009,False,66557,203,1,1,False,4,21006,12,True,0 days 03:58:00.000000000
131,81052,44467086,True,2016-04-18 10:26:00,2016-04-18 11:14:00,21103,True,66567,92,1,1,False,3,21103,12,True,0 days 00:48:00.000000000
132,81080,44477127,False,2016-04-18 15:58:00,2016-04-18 16:56:00,1000709,True,66577,15,2,2,True,7,1000759,6,False,0 days 00:58:00.000000000
133,81075,44476287,False,2016-04-18 15:50:00,2016-04-18 16:16:00,1000709,True,66581,15,2,2,True,7,1000759,6,False,0 days 00:26:00.000000000
134,81138,44477344,True,2016-04-18 23:56:00,2016-04-19 00:24:00,21101,True,66622,92,1,1,False,3,21101,12,True,0 days 00:28:00.000000000
135,81139,44468750,True,2016-04-19 00:04:00,2016-04-19 00:25:00,21006,False,66557,203,1,1,False,4,21006,12,False,0 days 00:21:00.000000000
136,81140,44479881,True,2016-04-19 00:06:00,2016-04-19 00:32:00,21022,True,66611,22,1,1,False,3,21022,12,True,0 days 00:26:00.000000000
137,81159,44469435,True,2016-04-19 03:31:00,2016-04-19 03:52:00,1000683,True,66623,92,1,1,False,3,1000683,12,False,0 days 00:21:00.000000000
138,81176,44488008,False,2016-04-19 06:54:00,2016-04-19 07:50:00,1000709,True,66629,92,1,1,False,3,1000759,6,False,0 days 00:56:00.000000000
139,81213,44489687,True,2016-04-19 13:48:00,2016-04-19 16:13:00,21022,True,66665,22,1,1,False,3,21022,12,True,0 days 02:25:00.000000000
140,81208,44480696,True,2016-04-19 13:55:00,2016-04-19 14:48:00,21028,True,66668,98,2,2,True,11,21027,12,False,0 days 00:53:00.000000000
141,81271,44489904,False,2016-04-19 21:27:00,2016-04-19 23:28:00,330,True,66690,15,2,2,True,7,330,6,False,0 days 02:01:00.000000000
142,81234,44471210,True,2016-04-19 18:28:00,2016-04-19 18:53:00,21006,False,66683,203,1,1,False,4,21006,12,False,0 days 00:25:00.000000000
143,81239,44469435,True,2016-04-19 18:46:00,2016-04-19 19:41:00,21007,False,66683,203,1,1,False,4,21006,12,True,0 days 00:55:00.000000000
144,80605,44419313,True,2016-04-15 05:21:00,2016-04-15 06:29:00,21022,True,66255,22,1,1,False,3,21022,12,True,0 days 01:08:00.000000000
145,80602,44408379,True,2016-04-15 05:22:00,2016-04-15 05:55:00,21105,True,66246,92,1,1,False,3,21105,12,False,0 days 00:33:00.000000000
146,80604,44416643,True,2016-04-15 05:29:00,2016-04-15 06:29:00,21101,True,66258,92,1,1,False,3,21101,12,True,0 days 01:00:00.000000000
147,80603,44413657,True,2016-04-15 05:45:00,2016-04-15 06:25:00,21105,True,66257,92,1,1,False,3,21105,12,True,0 days 00:40:00.000000000
148,80623,44409679,True,2016-04-15 09:39:00,2016-04-15 10:09:00,21101,True,66267,92,1,1,False,3,21101,12,False,0 days 00:30:00.000000000
149,80626,44422205,True,2016-04-15 09:45:00,2016-04-15 10:48:00,21030,True,66266,92,1,1,False,3,21100,12,True,0 days 01:03:00.000000000
150,80651,44413657,False,2016-04-15 11:15:00,2016-04-15 14:09:00,343,True,66303,2,2,2,True,3,7,15,False,0 days 02:54:00.000000000
151,80932,44437991,True,2016-04-17 11:31:00,2016-04-17 13:39:00,21008,False,66439,22,1,1,False,3,21005,12,False,0 days 02:08:00.000000000
152,80923,44440645,True,2016-04-17 11:36:00,2016-04-17 12:01:00,21103,True,66471,92,1,1,False,3,21103,12,False,0 days 00:25:00.000000000
153,80956,44461633,True,2016-04-17 16:42:00,2016-04-17 18:03:00,1000707,True,66535,2,2,2,True,3,1000707,12,True,0 days 01:21:00.000000000
154,80957,44446089,True,2016-04-17 16:37:00,2016-04-17 18:06:00,21009,False,66450,203,1,1,False,4,21006,12,True,0 days 01:29:00.000000000
155,80981,44453968,True,2016-04-17 20:23:00,2016-04-17 21:00:00,1000830,True,66520,92,1,1,False,3,1000830,12,True,0 days 00:37:00.000000000
156,80980,44450512,True,2016-04-17 20:20:00,2016-04-17 20:58:00,21103,True,66512,2,2,2,True,3,21103,12,False,0 days 00:38:00.000000000
157,80983,44450633,True,2016-04-17 20:24:00,2016-04-17 21:10:00,21012,False,66508,61,4,2,True,2,21010,12,False,0 days 00:46:00.000000000
158,80982,44453968,True,2016-04-17 20:26:00,2016-04-17 21:00:00,1000832,True,66521,92,1,1,False,3,1000831,12,True,0 days 00:34:00.000000000
159,81006,44452669,True,2016-04-17 23:40:00,2016-04-18 00:03:00,21103,True,66534,2,2,2,True,3,21103,12,False,0 days 00:23:00.000000000
160,81014,44465496,True,2016-04-17 23:59:00,2016-04-18 02:07:00,21019,False,66509,37,4,2,True,2,1000414,12,False,0 days 02:08:00.000000000
161,81033,44454882,True,2016-04-18 06:35:00,2016-04-18 07:31:00,21101,True,66549,92,1,1,False,3,21101,12,False,0 days 00:56:00.000000000
162,81122,44463240,True,2016-04-18 21:04:00,2016-04-18 22:08:00,21007,False,66557,203,1,1,False,4,21006,12,True,0 days 01:04:00.000000000
163,81113,44464920,True,2016-04-18 21:01:00,2016-04-18 21:20:00,21006,False,66557,203,1,1,False,4,21006,12,False,0 days 00:19:00.000000000
164,81238,44476502,True,2016-04-19 18:57:00,2016-04-19 19:32:00,21008,False,66683,203,1,1,False,4,21006,12,False,0 days 00:35:00.000000000
165,80606,44423798,False,2016-04-15 05:58:00,2016-04-15 06:24:00,1000709,True,66253,15,2,2,True,7,1000759,6,False,0 days 00:26:00.000000000
166,80930,44453968,True,2016-04-17 11:53:00,2016-04-17 13:30:00,21103,True,66486,92,1,1,False,3,21103,12,True,0 days 01:37:00.000000000
167,80941,44447782,True,2016-04-17 12:32:00,2016-04-17 15:47:00,21109,False,66492,203,1,1,False,4,1000711,15,False,0 days 03:15:00.000000000
168,80950,44457928,True,2016-04-17 16:33:00,2016-04-17 17:25:00,21103,True,66503,92,1,1,False,3,21103,12,True,0 days 00:52:00.000000000
169,80947,44462325,True,2016-04-17 16:41:00,2016-04-17 16:59:00,21004,True,66498,105,2,2,True,3,21004,12,True,0 days 00:18:00.000000000
170,80952,44457815,True,2016-04-17 16:43:00,2016-04-17 17:45:00,1000683,True,66502,92,1,1,False,3,1000683,12,True,0 days 01:02:00.000000000
171,81032,44468750,True,2016-04-18 06:56:00,2016-04-18 07:27:00,21020,True,66558,22,1,1,False,3,21020,12,True,0 days 00:31:00.000000000
172,81030,44451349,True,2016-04-18 07:01:00,2016-04-18 07:18:00,21006,False,66557,203,1,1,False,4,21006,12,False,0 days 00:17:00.000000000
173,81038,44452669,True,2016-04-18 07:08:00,2016-04-18 08:08:00,21009,True,66557,203,1,1,False,4,21006,12,True,0 days 01:00:00.000000000
174,81121,44466858,True,2016-04-18 21:14:00,2016-04-18 22:05:00,21009,False,66557,203,1,1,False,4,21006,12,True,0 days 00:51:00.000000000
